symbol,date,open,high,low,close,volume,adjusted
NFLX,2021-03-29,50.566001892089844,51.79999923706055,50.439998626708984,51.39500045776367,33300000,51.39500045776367
NFLX,2021-03-30,51.05099868774414,51.441001892089844,50.691001892089844,51.3390007019043,24181000,51.3390007019043
NFLX,2021-03-31,51.56700134277344,52.8129997253418,51.54399871826172,52.16600036621094,35031000,52.16600036621094
NFLX,2021-04-01,52.99300003051758,54.04999923706055,52.702999114990234,53.94200134277344,39386000,53.94200134277344
NFLX,2021-04-05,54.000999450683594,54.28499984741211,52.92300033569336,54.06700134277344,33559000,54.06700134277344
NFLX,2021-04-06,54.48099899291992,55.41699981689453,54.33000183105469,54.452999114990234,34742000,54.452999114990234
NFLX,2021-04-07,54.349998474121094,54.9640007019043,54.14500045776367,54.69900131225586,21513000,54.69900131225586
NFLX,2021-04-08,55.112998962402344,55.689998626708984,54.75699996948242,55.45800018310547,43098000,55.45800018310547
NFLX,2021-04-09,55.26900100708008,55.689998626708984,54.71099853515625,55.53099822998047,28940000,55.53099822998047
NFLX,2021-04-12,55.10499954223633,55.79800033569336,54.95800018310547,55.27799987792969,29441000,55.27799987792969
NFLX,2021-04-13,55.70000076293945,55.974998474121094,55.029998779296875,55.37300109863281,27203000,55.37300109863281
NFLX,2021-04-14,55.48699951171875,55.48699951171875,53.85300064086914,54.00199890136719,37403000,54.00199890136719
NFLX,2021-04-15,54.41699981689453,55.3489990234375,54.26599884033203,54.922000885009766,31391000,54.922000885009766
NFLX,2021-04-16,55.05400085449219,55.198001861572266,53.95100021362305,54.65399932861328,32091000,54.65399932861328
NFLX,2021-04-19,54.689998626708984,55.64400100708008,54.553001403808594,55.444000244140625,42887000,55.444000244140625
NFLX,2021-04-20,55.44200134277344,56.35599899291992,54.630001068115234,54.957000732421875,112576000,54.957000732421875
NFLX,2021-04-21,50.79999923706055,51.54600143432617,50.36000061035156,50.88999938964844,228974000,50.88999938964844
NFLX,2021-04-22,51.38199996948242,51.395999908447266,50.05500030517578,50.87799835205078,90611000,50.87799835205078
NFLX,2021-04-23,50.9010009765625,50.970001220703125,50.06999969482422,50.55500030517578,73077000,50.55500030517578
NFLX,2021-04-26,50.67599868774414,51.04800033569336,50.29999923706055,51.029998779296875,43888000,51.029998779296875
NFLX,2021-04-27,51.262001037597656,51.29899978637695,50.45800018310547,50.55500030517578,37613000,50.55500030517578
NFLX,2021-04-28,50.52000045776367,50.84000015258789,50.33399963378906,50.652000427246094,31930000,50.652000427246094
NFLX,2021-04-29,50.7599983215332,50.92900085449219,49.900001525878906,50.900001525878906,51278000,50.900001525878906
NFLX,2021-04-30,50.5,51.45500183105469,50.5,51.34700012207031,44132000,51.34700012207031
NFLX,2021-05-03,51.26499938964844,51.89500045776367,50.52000045776367,50.9109992980957,40919000,50.9109992980957
NFLX,2021-05-04,51.077999114990234,51.16299819946289,49.67900085449219,50.31800079345703,43495000,50.31800079345703
NFLX,2021-05-05,50.499000549316406,50.77799987792969,49.4630012512207,49.608001708984375,31294000,49.608001708984375
NFLX,2021-05-06,49.5989990234375,49.95500183105469,49.137001037597656,49.95500183105469,37837000,49.95500183105469
NFLX,2021-05-07,50.46200180053711,50.85499954223633,50.11199951171875,50.38399887084961,31328000,50.38399887084961
NFLX,2021-05-10,50.20000076293945,50.314998626708984,48.611000061035156,48.66899871826172,51316000,48.66899871826172
NFLX,2021-05-11,47.974998474121094,49.79899978637695,47.862998962402344,49.507999420166016,44010000,49.507999420166016
NFLX,2021-05-12,48.68299865722656,49.354000091552734,48.27000045776367,48.49800109863281,41215000,48.49800109863281
NFLX,2021-05-13,48.91299819946289,49.077999114990234,48.270999908447266,48.66600036621094,27125000,48.66600036621094
NFLX,2021-05-14,48.7859992980957,49.48500061035156,48.659000396728516,49.33700180053711,28825000,49.33700180053711
NFLX,2021-05-17,48.558998107910156,49.270999908447266,48.28099822998047,48.89400100708008,27052000,48.89400100708008
NFLX,2021-05-18,48.84000015258789,49.347999572753906,48.61899948120117,48.62799835205078,23505000,48.62799835205078
NFLX,2021-05-19,48.16299819946289,48.856998443603516,47.854000091552734,48.77000045776367,33499000,48.77000045776367
NFLX,2021-05-20,48.95500183105469,50.27000045776367,48.89799880981445,50.16699981689453,37212000,50.16699981689453
NFLX,2021-05-21,50.3120002746582,50.540000915527344,49.72600173950195,49.78900146484375,33229000,49.78900146484375
NFLX,2021-05-24,50.10499954223633,50.42499923706055,49.95100021362305,50.290000915527344,24126000,50.290000915527344
NFLX,2021-05-25,50.599998474121094,50.637001037597656,49.922000885009766,50.13399887084961,26995000,50.13399887084961
NFLX,2021-05-26,50.23400115966797,50.41400146484375,50.04999923706055,50.236000061035156,24653000,50.236000061035156
NFLX,2021-05-27,50.18000030517578,50.5099983215332,49.854000091552734,50.38600158691406,32538000,50.38600158691406
NFLX,2021-05-28,50.439998626708984,51.17599868774414,50.25299835205078,50.28099822998047,29103000,50.28099822998047
NFLX,2021-06-01,50.4010009765625,50.54100036621094,49.77399826049805,49.90800094604492,24826000,49.90800094604492
NFLX,2021-06-02,49.981998443603516,50.321998596191406,49.582000732421875,49.92399978637695,22690000,49.92399978637695
NFLX,2021-06-03,49.51900100708008,49.66600036621094,48.724998474121094,48.94300079345703,38874000,48.94300079345703
NFLX,2021-06-04,49.20000076293945,50.18600082397461,49.095001220703125,49.4739990234375,31605000,49.4739990234375
